17	0-0 1-1 2-1 3-1 4-13 5-2 6-3 7-5 8-4 11-7 12-6 13-6 14-8 15-10 16-10 17-10 18-10 19-9 20-11 21-12
18	0-0 1-4 2-4 3-3 5-3 6-2 7-1 9-5 10-7 6-1 11-7 12-6 13-6 14-6 15-6 16-8 17-9 18-13 19-13 20-13 21-10 22-11 24-12 25-14
19	0-1 2-1 3-0 4-0 5-2 6-3 7-3 8-4 9-6 10-5 11-5 12-7 13-10 14-10 15-8 16-8 17-9 18-11 19-14 21-13 22-12 24-12 25-15 26-17 27-16 28-17 29-17 30-18 31-18 32-19 33-23 34-22 35-22 36-22 37-21 38-20 39-21 40-24
20	0-0 1-8 2-8 3-8 4-6 5-6 6-7 7-4 9-4 11-1 12-1 13-1 14-2 14-3 15-2 15-3 16-9
21	0-0 2-3 3-2 4-2 5-4 6-1 7-1 8-5 9-6 10-7
22	0-2 1-3 3-0 4-1 5-4 6-6 8-7 9-6 10-6 11-6 12-6 13-5 14-5 15-8 16-10 17-9 17-10 19-9 19-10 20-11 21-15 22-15 24-14 25-13 26-12 27-16 28-17 29-19 30-19 32-18 33-18 35-20 37-21 38-22 39-23 40-23 41-24 42-29 43-28 44-28 45-25 46-28 47-27 48-26 50-29 51-31 53-32 54-30 56-30 57-35 58-34 59-33 60-36
23	1-1 2-0 4-0 5-2 6-2 7-3 9-5 9-6 10-4 12-4 13-7 14-7 16-8 17-9 18-10 19-13 20-12 22-12 23-11 24-11 25-11 26-11 27-14
24	1-0 2-6 3-5 5-4 7-1 7-2 8-3 9-7 10-8 11-10 12-10 13-10 14-9 16-11 17-13 18-13 19-13 20-12 21-12 23-14 24-29 25-29 26-29 27-28 29-18 32-17 33-16 35-15 37-20 38-28 39-24 40-23 41-25 43-26 44-27 45-22 47-21 48-30
25	0-0 1-4 3-1 4-4 6-2 7-3 9-5 10-7 11-7 13-6 15-8 17-9 18-10 19-10 20-10 21-11 22-16 24-12 25-13 26-13 27-16 28-15 29-15 30-14 31-14 32-14 33-17 34-18 35-22 36-22 37-22 38-20 39-19 40-20 41-23 42-24 43-25 44-25 45-28 46-28 47-27 47-28 48-26 50-26 52-29
26	0-0 2-2 5-3 7-1 9-4 10-6 11-7 12-5 13-5 15-8 16-9 17-10 18-10 19-11 20-18 22-17 23-16 25-15 26-15 29-14 32-13 34-12 35-19
27	0-0 1-3 2-3 3-1 4-2 5-4 6-5 7-12 8-11 9-12 10-12 11-12 12-9 13-9 14-10 16-10 17-8 18-7 18-8 19-7 19-8 20-6 22-6 23-13
28	0-0 1-1 2-10 3-10 4-9 6-9 7-4 8-4 9-5 10-6 12-7 13-8 7-6 7-8 15-3 16-2 17-3 18-11 19-12 20-13 21-14 22-15 23-16 24-16 26-17 27-20 28-19 30-19 31-18 32-18 33-18 35-21 36-22 37-22 39-23 40-24 41-24 43-25 44-26 45-26 46-26 47-27
29	0-0 1-1 2-2 3-4 4-3 6-5 7-6 8-8 9-7 10-7 11-9 12-10 13-13 14-13 16-12 17-11 18-11 19-14 20-15 22-17 23-16 24-16 25-19 26-18 27-20
30	0-0 1-1 2-2 3-3 4-12 5-12 6-9 8-8 9-8 12-5 13-6 15-11 16-11 17-13
31	0-0 1-1 2-4 3-3 4-2 5-5 6-6 7-7 8-8 9-8 10-9 11-10 12-12 13-13 13-14 14-11 15-15
32	0-0 1-25 4-22 7-21 8-24 10-1 11-1 13-3 15-3 17-3 19-23 21-19 22-7 23-7 24-6 26-5 27-6 28-8 29-10 31-9 32-10 34-11 35-11 36-12 37-13 38-14 40-15 41-16 43-17 45-19 48-18 49-26
33	1-12 2-4 3-5 4-6 5-10 6-10 7-11 9-11 11-7 12-8 13-9 15-3 16-0 17-2 18-2 19-1 20-13
34	0-0 7-1 7-2 10-3 11-5 12-4 15-9 16-9 17-9 18-8 20-7 21-8 22-6 23-6 25-10 26-14 27-14 28-11 29-11 31-13 32-12 34-12 35-15
35	0-0 1-0 3-2 3-4 4-2 5-2 7-1 8-4 9-3 10-5 11-6 12-8 12-11 13-8 14-8 15-8 16-8 17-7 18-11 19-9 19-10 20-12
36	0-2 1-1 2-1 4-0 6-3 7-4 8-5 9-6 11-7 12-8 13-9 14-9 16-11 17-12 18-13 19-14 20-24 22-23 23-22 24-22 27-21 28-21 29-15 30-20 31-18 31-19 33-16 34-17 35-25
37	0-0 1-2 2-1 3-2 4-12 5-12 6-12 8-3 9-3 10-4 12-6 13-7 15-8 17-9 19-10 20-11 21-13 22-14 23-15 24-15 25-21 26-21 28-16 28-17 29-18 31-20 32-19 33-19 34-22
38	0-2 1-3 3-0 4-1 5-4 6-10 8-5 9-10 10-8 11-9 12-7 13-7 14-6 15-6 16-6 17-11 18-17 19-17 20-17 21-12 22-13 23-14 25-16 26-15 27-15 28-18 29-23 30-23 31-23 32-21 33-22 34-20 35-19 36-24
39	0-0 1-9 2-1 3-9 5-3 6-4 7-4 8-5 9-8 10-8 11-6 12-7 13-10 14-11 15-13 16-13 17-12 18-12 19-14
40	0-0 2-2 5-1 6-4 7-4 9-5 10-12 11-12 12-11 13-9 14-7 15-8 16-6 18-6 19-13 20-14 21-26 22-15 23-26 24-18 26-18 29-17 30-17 31-17 22-16 32-25 33-20 34-19 35-21 36-22 37-25 38-23 39-24 40-27
41	0-0 1-1 2-1 3-9 4-8 5-7 6-9 7-6 8-5 9-4 11-3 12-10 13-15 14-16 15-17 16-18 18-12 20-13 21-11 22-11 23-11 24-19
42	0-8 1-8 2-1 3-0 4-0 5-7 6-5 6-6 7-4 8-2 9-3 10-9 11-11 12-10 13-14 14-13 15-12 16-13 17-15 18-18 18-19 19-18 20-17 21-17 23-16 24-20
43	0-0 2-2 4-1 5-14 6-3 6-4 6-5 7-9 8-9 9-10 10-10 11-11 12-13 13-12 14-13 16-8 17-7 18-6 19-8 20-15 21-16 22-27 23-27 24-21 26-19 26-20 29-17 30-18 31-22 32-26 34-25 35-24 37-23 38-24 39-28
44	0-9 1-2 2-1 3-2 4-0 5-0 6-0 7-0 8-3 9-4 9-6 10-4 11-5 13-8 14-6 14-7 15-6 16-6 17-10
45	0-0 1-1 2-3 3-2 4-2 5-4 6-5 7-13 8-12 9-13 10-8 10-9 11-10 12-11 13-11 15-5 16-7 17-7 18-7 19-6
46	0-0 1-1 2-2 3-8 5-7 6-3 6-6 8-3 9-4 11-6 12-5 14-5 15-9
47	0-0 1-1 2-8 3-5 4-6 5-7 7-4 8-3 9-3 11-9 12-10 13-18 14-15 15-16 16-17 17-12 18-13 19-14 20-19 21-23 22-22 23-22 24-22 26-21 27-20 28-20 29-24 30-25 31-29 32-26 33-29 34-27 35-28 36-28 37-28 38-30
48	0-2 1-3 2-3 4-1 5-0 6-0 8-4 10-6 11-7 12-8 13-5 14-5 16-11 17-11 18-9 19-12 0-10
49	0-19 1-19 2-17 3-18 4-16 5-6 6-0 7-1 7-2 8-3 8-4 9-5 11-8 12-7 13-7 14-7 16-15 17-10 17-11 18-9 19-12 20-14 21-13 22-20
50	0-2 1-2 2-2 3-0 4-0 5-1 6-1 7-1 8-3 9-4 10-7 11-5 12-6 13-7 14-8
51	0-3 1-3 2-1 3-1 4-0 2-2 5-4 6-7 7-5 6-8 8-6 10-6 12-12 13-11 15-10 15-11 17-9 18-13
52	0-9 1-9 2-9 3-1 4-1 5-0 6-0 8-2 10-4 11-4 12-3 13-3 15-5 16-6 17-8 18-8 19-7 20-7 21-9 22-9 23-9 24-10 25-11 26-13 27-13 28-13 30-12 31-14
53	0-12 1-10 2-12 3-11 3-12 4-9 5-9 6-9 8-0 9-1 10-3 11-3 13-2 15-7 16-7 17-6 18-5 19-5 20-13 21-14
54	0-0 1-1 2-2 3-3 4-12 5-12 6-12 7-12 8-12 9-5 10-4 11-5 13-11 14-11 16-6 16-7 17-10 19-8 19-9 20-13
55	0-0 2-7 3-1 3-2 4-3 5-4 6-6 7-5 8-5 9-6 12-12 13-12 14-10 15-12 17-11 16-11 18-8 18-9 19-8 19-9 21-14 22-14 23-13 24-13 26-16 28-17 29-17 27-23 30-19 31-18 31-19 32-22 33-21 34-20 35-22 36-24 37-26 38-25 39-26 40-27 41-28
56	0-2 2-0 3-1 5-4 6-4 7-3 8-5 9-12 10-11 12-11 13-10 14-10 16-9 18-7 19-6 21-6 22-13
57	0-0 1-1 2-2 3-6 4-6 5-5 6-3 7-4 8-3 6-4 9-7 10-8 11-9 12-9 13-14 14-13 15-12 17-10 18-11 19-15
58	0-0 0-1 2-3 4-2 4-2 5-2 6-4 7-6 8-6 9-6 11-5 12-7 13-12 14-11 14-12 15-9 15-10 16-8 17-13 18-14 19-22 20-22 21-22 22-20 23-21 24-21 26-19 27-15 28-18 29-17 29-18 31-16 32-23
59	0-0 1-1 2-2 4-3 5-5 6-4 7-4 8-7 9-6 10-10 11-10 12-10 14-9 15-8 17-8 18-11
60	0-0 1-1 2-1 3-1 4-2 5-4 6-3 7-3 8-5 9-5 10-6 11-7 12-13 13-8 14-9 15-9 16-10 17-12 19-11 20-14
61	0-9 1-9 2-7 3-8 4-6 5-6 6-5 7-4 8-4 9-5 10-3 11-2 13-2 16-1 18-0 20-10 21-12 22-12 23-12 24-11 25-11 26-13 27-18 29-15 30-16 31-14 32-14 34-19 35-19 36-19 37-20
62	0-2 1-0 2-2 3-2 5-1 7-4 8-3 9-3 10-3 11-20 12-5 13-5 14-6 15-7 16-7 17-8 18-9 19-10 20-11 21-12 22-13 23-14 24-15 25-16 26-17 27-18 28-19
63	0-0 1-2 1-4 2-2 4-1 6-3 7-4 8-4 9-5 10-6 11-7 12-9 13-9 14-8 15-8 16-10
64	0-0 1-1 2-2 3-8 4-8 5-6 5-7 7-3 8-4 9-4 10-9 11-12 12-12 13-12 14-10 14-11 14-12 16-13 17-16 18-14 19-14 20-17 21-18 22-18 23-18 24-19 25-28 26-27 27-27 28-27 29-27 29-26 29-25 30-24 31-20 32-20 33-21 34-24 36-23 37-22 38-22 39-22 40-29 41-31 42-31 43-31 44-30 45-30 46-32 47-34 48-34 47-35 48-35 49-33 51-33 52-36
65	0-0 1-1 2-2 3-3 4-7 5-7 6-6 8-4 9-4 10-4 7-5 11-8 13-9 14-9 15-12 16-11 12-13 17-10 18-10 19-10 20-14
66	0-0 1-0 2-2 3-2 3-1 4-1 5-2 6-2 7-3 9-7 8-5 10-4 11-4 12-7 13-6 14-8 15-9 16-10 17-14 18-14 19-11 20-12 21-13 23-15 25-17 26-16 27-16 28-16 29-19 30-19 31-18 31-19 30-18 29-18 32-20
67	0-0 1-3 3-2 4-1 6-1 7-7 8-7 9-6 10-5 11-4 11-5 12-8 14-9 15-10 16-11 17-12 18-13 19-14 20-20 22-19 23-20 24-15 25-17 27-17 28-16 30-16 31-18 32-21
68	0-1 0-2 1-0 2-0 3-0 5-3 6-5 7-4 8-6 9-7 10-7 11-10 12-10 13-10 14-10 15-9 16-9 17-8 18-11 19-14 20-14 21-12 22-13 23-13 24-15 25-16 20-16 19-17 26-18 27-21 28-19 29-19 30-20 31-22
69	0-0 1-4 3-2 4-3 6-2 7-3 8-3 9-3 9-5 10-6 11-11 12-11 13-9 14-9 15-10 16-8 17-7 18-8 20-12 21-13 22-13 23-13 24-14 25-16 26-17 27-18 28-19 29-20 30-15 31-21 32-22
70	0-0 1-1 2-1 3-3 4-3 5-3 6-3 7-2 8-2 9-4 10-5 11-11 13-11 14-10 15-7 16-8 17-9 18-10 19-12
71	0-0 1-0 2-4 3-4 4-4 5-1 5-2 6-3 8-5 9-7 10-6 11-6 12-8 13-17 14-17 16-17 17-17 18-17 19-17 15-16 20-15 21-14 22-13 23-12 24-12 25-11 26-11 27-11 28-11 29-10 30-9 31-18
72	1-1 2-0 3-0 4-2 5-3 6-4 8-5 9-6
73	1-1 2-0 3-0 4-2 5-3 6-4 8-5 8-6 9-7
74	0-0 1-1 2-5 4-4 5-3 6-3 7-3 8-2 9-2 11-6 12-11 13-9 14-10 15-8 17-7 18-7 19-12
75	0-0 1-1 2-4 3-2 4-5 5-6 6-11 7-11 8-11 9-11 10-10 12-9 13-7 14-7 15-7 16-8 17-8 18-12 19-15 20-14 21-13 22-14 24-13 25-16 26-21 27-17 28-19 28-20 29-18 30-22 31-24 32-24 33-23 35-23 36-27 37-27 38-27 39-25 40-26 41-26 42-26 43-28
76	0-8 1-7 2-8 3-8 4-8 7-5 8-5 9-5 11-0 12-1 13-2 14-4 15-3 16-9 17-12 18-12 19-12 20-12 21-11 22-10 23-13
77	0-0 0-1 1-2 2-3 3-4 4-7 4-9 5-5 6-7 7-6 8-9 9-8 10-10 11-11 11-12 12-27 13-27 14-13 15-14 16-16 17-16 18-20 20-19 21-18 22-19 23-17 24-21 25-22 25-23 26-22 26-23 27-24 28-25 29-34 30-33 30-34 32-32 35-28 36-29 37-30 38-30 40-31
78	0-0 1-1 2-14 3-2 4-2 5-4 6-3 7-4 8-5 9-7 10-6 11-7 12-8 13-10 13-11 14-9 15-12 16-12 17-16 18-19 18-20 19-19 20-18 20-19 21-17 22-17 23-21 24-22 25-25 26-24 27-26 28-27 29-28 30-32 31-32 32-31 33-30 34-29 36-33 38-36 39-36 40-35 41-37
79	0-0 1-1 2-8 3-2 3-3 4-4 5-5 6-6 7-7 8-9 9-10 10-11 11-11 12-15 13-15 14-12 14-13 15-14 16-16 17-19 17-23 18-23 19-17 20-18 21-18 22-23 23-22 24-22 26-21 28-20 29-24
80	0-0 1-4 2-4 3-3 4-2 5-3 6-4 7-1 8-5 9-10 10-11 11-17 2-17 14-7 15-6 16-6 17-8 19-6 21-8 18-9 23-12 24-13 26-16 28-14 30-15 31-18
81	1-2 2-2 3-1 4-1 5-0 6-0 7-4 8-7 9-7 10-6 11-6 12-5 13-8 14-9 15-10 16-12 17-12 18-12 19-11 20-11 21-13 22-15 23-14 24-14 25-14 26-14 27-14 28-16
82	0-0 1-1 2-5 3-2 4-3 3-3 5-5 6-4 7-4 8-4 9-6 10-7 11-8 12-17 13-17 14-9 15-10 16-11 17-12 18-13 19-14 21-15 22-16 24-18 25-21 26-21 27-21 28-20 29-19 30-22 31-23 32-30 33-30 34-30 34-24 35-24 36-30 37-25 38-28 39-29 40-27 32-26 43-31
83	0-10 1-10 2-10 3-9 2-8 4-7 5-7 6-6 7-5 8-4 10-3 11-1 11-2 13-0 14-11 15-12 16-13 17-14 18-19 16-19 19-18 20-17 22-16 23-15 24-15 25-20 26-21 27-25 28-25 29-25 30-24 31-23 32-22 33-23 34-26 35-28 37-27 38-31 38-32 39-30 41-30 42-30 43-29 44-29 45-33 36-31 36-32
84	0-0 0-1 1-2 2-3 3-6 4-6 5-5 6-6 7-4 9-7 10-17 11-17 12-17 13-8 14-17 16-16 17-9 18-9 19-9 21-10 23-15 24-14 25-14 26-14 27-11 28-11 29-12 30-13 31-13 32-13 33-18
85	0-5 1-6 2-7 3-7 4-7 5-7 6-0 7-0 8-2 9-2 10-1 11-1 13-4 15-3 17-8 18-11 19-11 20-9 21-9 22-10 23-10 24-10 26-12 27-18 28-18 29-18 30-17 31-17 14-3 32-15 33-16 34-14 35-14 36-14 37-13 38-19
86	0-0 1-1 2-1 3-2 4-2 5-2 6-3 7-5 8-4 9-4 10-6 11-8 12-7 13-7 14-9 15-11 16-10 17-10 18-12 19-14 20-13 21-13 22-15 23-17 24-16 25-16 26-18
87	0-3 1-3 2-3 3-2 5-1 8-0 9-6 10-5 11-5 12-4 13-7
88	0-0 0-1 2-5 3-6 4-4 6-2 7-3 9-7 10-8 11-8 12-9 12-10 13-11 14-11 15-12
89	0-0 1-0 2-1 3-9 4-8 5-8 6-7 7-7 8-5 9-4 10-6 11-3 12-2 13-3 14-10 15-10 16-10 17-11
90	0-2 1-2 2-1 3-0 5-0 7-0 8-3 9-4 10-5 11-10 12-10 13-10 14-8 14-9 15-7 16-6 17-11
91	0-0 1-1 2-2 3-2 4-3 5-4 6-8 7-5 8-6 9-6 10-7 11-9 12-11 13-10 15-12 17-13 18-13 19-13 20-15 21-14 23-14 24-14 26-14 27-16 28-17 29-18 30-19 31-27 32-27 33-23 34-24 34-25 35-26 36-22 37-21 38-20 39-28
92	0-19 1-20 2-20 3-0 3-1 5-6 6-4 6-5 7-3 9-3 0-10 8-2 10-9 11-7 11-8 12-11 13-12 15-13 16-14 17-18 18-16 18-17 19-21
93	0-0 1-0 2-1 3-1 5-2 6-3 7-3 8-3 9-3 10-4 11-6 12-8 13-7 13-8 14-5 15-5 17-9 18-13 19-13 20-13 21-11 22-12 23-10 24-10 25-10 26-14
94	0-0 1-1 1-2 2-3 3-8 4-8 5-7 6-6 7-8 8-5 9-4 10-5 11-9 12-10 13-11 14-12 15-13 16-22 17-22 18-21 18-22 19-20 20-19 21-18 22-18 23-19 24-17 25-15 26-14 27-16 28-16 29-16 30-23 31-24 32-30 33-25 35-27 35-28 35-29 36-26 37-26 38-31 39-32 40-33 41-34
95	0-0 0-2 0-4 0-6 2-0 3-1 5-2 6-3 9-4 11-5 13-6 15-8 16-8 17-8 18-7 19-9 20-10 21-11 22-12 23-12 24-13 25-14 26-16 27-15 28-15 29-17
96	0-0 1-2 2-2 3-2 4-1 6-1 8-3 9-15 10-12 11-13 12-14 13-9 15-7 16-8 16-9 17-10 18-11 20-11 21-6 23-6 24-5 25-5 26-5 27-5 28-4 29-16
97	0-0 1-10 2-10 3-8 3-9 3-10 4-7 5-7 7-6 9-1 10-3 10-4 10-5 11-2 12-2 14-11 15-14 16-14 17-14 18-13 18-14 19-12 20-12 21-12 22-15 23-16 24-20 24-22 25-20 25-22 26-20 26-22 27-19 28-20 29-21 30-22 31-17 31-18 33-23 34-26 35-26 36-26 37-25 39-24 40-27
98	0-0 1-1 2-5 3-5 2-5 6-3 8-2 9-6 10-7 11-9 12-9 13-8 15-8 16-10 18-11 19-13 20-13 21-12 22-13 23-14
99	0-0 1-8 2-8 3-8 5-7 6-7 8-5 8-6 9-4 11-1 12-2 14-3 15-9 16-10 17-13 18-13 19-11 20-11 21-12 22-12 23-14
