108	2-1 4-3 5-5 6-6 7-7 
109	2-2 
110	24-17 32-24 
111	5-3 
112	1-0 8-4 13-10 15-11 26-20 31-24 37-28 
113	1-0 4-2 11-6 14-8 15-9 
114	14-12 
115	5-3 
116	8-4 11-5 13-7 16-9 17-10 
117	1-0 
118	11-9 
119	1-1 
120	19-15 
121	2-2 10-8 13-11 17-15 20-18 
122	0-0 1-1 
123	10-7 11-8 12-9 13-5 18-11 19-12 20-13 25-17 26-18 27-19 28-20 31-23 32-24 33-25 34-26 35-27 36-28 37-29 38-30 39-31 40-32 41-33 
124	1-1 
125	0-0 
126	4-3 11-7 
127	0-0 7-7 
128	12-9 
129	22-15 
130	2-1 9-8 
131	27-18 
132	9-5 
133	16-10 
134	13-3 
135	2-1 9-7 11-10 16-15 
136	5-5 
137	1-1 3-3 12-9 18-13 
138	11-10 16-15 20-18 22-20 
139	52-46 53-47 
140	27-18 
141	5-2 
142	5-4 14-10 16-12 
143	1-0 2-1 5-4 12-10 
144	7-3 
145	2-0 14-9 15-10 
146	14-9 15-10 
147	23-18 
148	36-27 39-28 
149	4-1 15-10 
150	25-17 
151	14-10 17-12 
152	6-2 
153	1-0 2-1 15-11 25-18 28-20 
154	6-5 8-7 24-21 27-22 
155	5-3 
156	30-23 
157	12-9 19-16 
158	6-4 
159	5-5 
160	0-0 
161	12-10 
162	11-10 20-20 
163	1-1 10-9 
164	16-13 
165	11-11 12-13 13-14 20-19 30-24 35-29 
166	2-2 23-19 31-24 32-26 33-27 40-32 45-37 55-44 56-45 57-46 
167	14-5 17-6 
168	39-10 40-12 41-13 
169	5-3 10-7 12-9 23-17 24-18 26-20 
170	57-51 
171	14-11 31-31 33-34 50-43 51-44 52-45 
172	45-34 
173	17-6 26-14 
174	18-11 23-15 34-26 
175	5-3 11-7 
176	38-0 52-36 53-37 54-38 
177	4-2 15-9 24-17 25-18 28-22 
178	14-10 
179	27-21 
180	31-19 55-42 56-43 66-49 67-50 68-51 
181	12-8 35-26 36-27 52-38 53-39 55-41 56-42 57-43 
182	63-45 64-46 71-52 73-54 83-61 100-75 112-82 
183	5-2 32-22 
184	12-8 
185	14-13 23-22 
186	7-11 
187	6-4 8-6 16-11 21-14 25-16 34-24 35-25 36-26 
188	18-16 
189	5-3 
190	34-25 
191	15-3 16-11 
192	24-13 
193	9-5 15-9 23-17 29-21 
194	1-0 5-2 
195	3-1 6-2 
196	7-4 
197	12-11 
198	6-4 
199	12-11 13-13 14-14 18-17 27-24 28-25 34-29 39-34 
200	48-42 50-45 
201	2-2 7-6 10-7 
202	15-11 
203	28-32 30-34 
204	4-3 13-12 23-20 24-21 32-29 49-42 50-44 
205	4-4 
206	2-3 9-8 18-13 25-19 34-28 40-33 48-36 
207	18-11 
208	6-5 
209	7-7 13-12 15-13 
210	9-6 
211	1-0 3-2 10-6 
212	15-9 36-24 42-27 58-39 
213	1-1 9-7 
214	10-7 11-8 
215	17-15 
216	53-39 
217	6-5 7-6 
218	24-16 
219	8-6 20-11 21-12 
220	4-2 5-3 
221	38-25 
222	15-3 16-11 
223	24-13 
224	15-9 23-17 29-21 
225	1-0 5-2 
226	3-1 6-2 
227	3-5 7-9 
228	20-18 21-20 22-21 
229	3-2 8-4 17-11 
230	8-6 
231	50-39 
232	25-19 
233	23-19 24-20 
234	2-2 
235	11-10 
236	2-2 
237	50-33 
238	0-0 
239	30-27 
240	11-12 18-16 
241	3-3 
242	11-9 17-11 25-18 50-39 
243	33-24 49-36 51-39 
244	0-0 2-2 
245	22-18 26-22 50-45 
246	1-1 19-15 39-31 
247	0-0 
248	56-50 
249	2-3 
250	13-12 16-14 
251	0-0 
252	52-54 
253	3-2 
254	8-5 11-6 14-8 
255	1-3 2-4 13-11 
256	2-2 4-3 
257	13-12 15-13 16-14 18-16 20-18 23-21 25-22 26-23 28-25 
258	14-12 30-27 
259	10-9 
260	0-0 3-3 
261	0-0 
262	12-11 17-16 20-19 22-21 25-24 
263	6-4 
264	1-0 17-16 30-27 34-30 46-41 61-48 62-49 63-50 
265	6-4 10-6 
266	15-11 26-20 
267	39-10 48-10 
268	31-25 
269	8-4 10-7 17-13 19-15 21-17 34-26 43-33 
270	4-11 16-6 
271	50-38 53-39 
272	9-7 33-22 34-23 
273	19-17 
274	6-3 
275	4-2 7-5 15-10 16-11 17-12 
276	1-1 13-10 14-11 15-12 
277	5-4 13-10 14-11 
278	6-6 10-11 11-13 12-14 
279	10-8 23-13 
280	5-2 9-5 12-7 
281	6-4 17-12 
282	1-0 
283	0-0 1-1 3-3 5-5 19-13 
284	4-1 
285	8-4 22-13 25-14 
286	12-8 18-12 36-23 37-24 
287	3-12 8-7 10-9 12-11 45-29 
288	13-8 14-9 21-18 
289	11-3 22-16 23-17 
290	1-0 7-5 
291	10-8 23-19 
292	4-2 17-12 29-22 30-23 
293	30-18 
294	11-8 12-9 14-13 15-14 18-15 
295	16-13 
296	19-15 
297	21-17 22-18 24-20 33-28 
298	15-11 
299	17-15 
300	2-1 20-14 
301	1-0 4-2 11-8 
302	54-44 61-49 
303	10-4 19-9 47-30 
304	11-7 15-9 23-18 
305	24-17 
306	3-1 
307	6-8 
308	6-3 7-4 18-13 
309	3-0 15-11 
310	10-5 
311	3-2 
312	0-0 1-1 
313	6-5 7-6 8-7 9-8 11-9 16-14 17-15 19-17 21-18 22-19 
314	6-5 8-7 15-12 18-15 19-16 20-17 21-18 22-19 23-20 24-21 25-22 26-24 32-36 33-30 34-31 35-32 36-33 
315	4-3 6-5 7-6 8-7 9-8 10-9 11-10 12-11 14-13 16-15 
316	0-0 
317	4-3 6-5 7-6 8-7 9-8 10-9 12-11 13-12 14-13 21-20 
318	4-3 5-4 6-5 7-6 
319	1-1 10-11 13-13 15-15 
320	1-1 10-11 17-16 18-17 19-18 20-19 
321	9-8 
322	5-4 13-10 14-11 17-14 28-26 31-28 32-29 33-30 
323	4-3 
324	26-11 
325	9-6 16-14 
326	20-15 55-42 
327	3-2 4-3 10-8 12-10 17-15 20-18 
328	1-1 3-3 10-8 11-9 
329	4-2 7-4 14-10 15-11 27-24 
330	18-17 
331	18-13 21-16 
332	35-35 
333	45-41 50-46 
334	7-5 10-8 
335	13-10 24-21 44-36 45-37 47-39 
336	10-9 
337	13-12 
338	0-0 9-7 13-12 
339	14-12 
340	1-1 
341	0-0 1-1 3-3 5-4 10-10 14-13 
342	10-8 22-18 
343	11-10 
344	11-11 
345	5-4 
346	3-1 19-14 20-15 21-16 24-18 26-20 27-21 
347	10-11 19-15 20-16 23-18 33-25 
348	2-1 
349	0-0 1-1 18-14 22-20 25-21 
350	12-12 14-11 
351	50-45 
352	12-8 13-9 
353	2-1 8-5 
354	16-18 19-20 
355	11-12 
356	19-18 
357	5-3 10-6 17-11 19-13 
358	27-23 30-24 
359	8-8 13-10 
360	0-0 13-10 
361	0-0 1-1 5-5 11-8 13-13 16-15 
362	4-1 9-6 14-11 18-14 19-15 20-16 21-17 22-18 27-21 30-25 34-30 36-27 37-28 
363	15-14 17-16 19-18 20-19 
364	12-8 14-10 
365	20-5 21-6 29-28 30-29 31-30 
366	11-7 
367	1-1 6-4 8-7 9-8 
368	4-3 6-5 9-8 20-17 
369	8-5 14-10 16-11 19-14 27-20 30-23 
370	17-14 28-24 33-29 
371	11-11 
372	16-12 19-14 25-20 29-24 
373	2-2 
374	20-17 21-18 
375	0-0 1-1 10-5 
376	13-12 14-13 
377	6-6 15-11 
378	12-8 16-13 
379	0-0 1-1 11-8 13-10 
380	14-9 17-12 
381	1-0 6-4 8-6 11-11 14-9 
382	5-5 8-10 
383	1-3 9-10 
384	4-1 7-6 10-8 12-10 
385	2-1 4-2 7-4 9-5 10-6 15-10 19-9 
386	3-4 24-18 
387	4-8 5-9 8-11 24-22 27-24 29-26 
388	4-2 5-3 8-4 9-5 
389	16-9 
390	2-2 3-3 11-11 15-14 26-24 
391	16-16 17-17 18-18 23-20 
392	5-4 12-10 19-15 21-17 
393	12-8 
394	3-2 4-3 5-4 
395	1-0 5-3 20-19 21-20 
396	0-0 10-8 
397	1-1 3-3 7-8 14-16 
398	3-1 10-8 11-9 
399	12-12 
400	5-3 6-5 14-13 
401	4-7 
402	8-2 
403	14-10 
404	3-1 10-6 12-8 
405	6-6 
406	8-3 10-5 11-6 27-22 
407	9-7 
408	25-23 
409	3-3 5-5 9-9 
410	7-5 
411	10-8 13-12 14-13 
412	12-11 
413	9-8 
414	0-1 2-0 9-6 16-10 18-12 
415	26-22 
416	8-3 
417	11-7 17-11 
418	3-2 12-9 
419	2-2 9-8 
420	0-0 1-1 3-3 10-9 
421	5-7 8-10 10-12 
422	0-0 1-1 8-9 10-11 23-22 24-23 
423	19-15 
424	2-0 5-4 12-12 
425	1-1 5-3 7-7 10-10 11-11 12-12 13-13 28-24 
426	14-12 
427	13-13 21-20 26-25 29-26 37-34 39-36 42-38 52-49 
428	1-0 
429	5-5 7-7 14-15 16-17 17-18 
430	0-0 7-7 11-11 13-13 14-14 
431	3-3 9-8 13-12 15-14 18-19 
432	8-10 
433	2-2 13-11 
434	3-4 6-6 7-7 
435	32-25 33-26 41-30 49-40 
436	6-8 10-10 16-14 18-16 19-17 29-25 31-27 
437	1-2 2-4 6-6 7-7 15-11 16-12 24-18 27-21 
438	8-6 
439	3-2 25-19 29-21 30-22 
440	8-2 20-18 23-20 
441	8-8 15-12 17-14 
442	1-0 4-2 5-3 22-13 25-15 28-17 34-22 41-27 
443	12-11 15-14 22-20 
444	13-11 
445	0-0 1-1 12-9 
446	0-0 1-1 12-10 16-14 
447	5-4 8-6 10-7 20-16 
448	7-7 
449	0-1 3-0 
450	21-16 36-32 
451	12-11 14-13 
452	15-14 21-16 
453	6-7 
454	5-5 
455	18-12 43-33 
456	2-1 14-10 16-12 
457	0-0 1-1 8-6 10-8 13-11 
458	12-10 
459	0-0 15-12 17-14 27-22 30-25 32-28 
460	2-3 10-9 18-16 20-18 21-19 
461	24-18 
462	8-7 
463	0-0 2-2 33-26 
464	2-2 7-5 18-16 19-17 21-19 24-22 25-23 26-24 
465	4-3 10-8 12-11 14-13 17-16 
466	9-7 16-14 
467	6-5 9-7 10-8 
468	25-21 
469	7-4 12-9 
470	0-0 1-1 11-9 14-11 16-13 18-15 24-19 25-20 
471	6-3 9-8 
472	0-0 1-1 6-5 13-13 
473	0-0 
474	12-6 22-14 23-15 
475	15-13 
476	13-15 
477	19-16 
478	29-23 
479	10-7 36-29 
480	8-8 12-11 18-15 
481	3-2 37-34 
482	0-0 5-5 16-12 21-18 22-19 36-33 38-35 39-36 
483	13-12 
484	19-21 36-27 57-42 
485	13-10 19-13 21-16 
486	2-1 4-3 9-6 15-11 22-17 24-19 
487	1-0 9-5 
488	11-8 14-12 16-12 17-13 19-15 27-22 
489	2-1 4-3 7-6 9-6 10-7 15-11 
490	8-4 44-32 
491	9-7 
492	9-5 10-6 13-9 
493	10-7 
494	14-13 
495	3-1 7-4 8-5 12-7 13-8 14-9 18-12 22-15 28-19 34-25 37-27 40-29 
496	3-4 4-5 9-7 10-8 11-9 21-17 22-18 
497	0-0 16-14 
498	10-6 
499	7-1 
500	4-3 37-27 
501	8-8 11-11 
502	0-0 2-2 3-3 5-5 24-18 
503	21-16 27-22 
504	16-12 23-19 25-21 46-39 
505	4-8 29-23 
506	15-13 
507	7-6 
508	3-2 4-3 
509	2-2 3-3 
510	23-19 
511	50-47 67-62 71-66 
512	6-4 35-26 
513	11-8 17-14 
514	6-5 
515	0-0 11-10 22-19 
516	2-2 4-4 8-8 10-10 
517	2-5 3-6 
518	3-3 4-4 6-6 7-7 22-18 
519	4-3 5-1 20-14 23-16 
520	12-10 
521	1-0 6-5 8-7 16-13 19-14 28-23 
522	22-21 38-33 
523	10-9 
524	18-12 24-18 
525	3-4 
526	1-1 20-14 21-15 29-19 
527	2-0 5-3 9-7 12-9 14-11 16-13 19-16 24-20 
528	23-18 
529	7-6 15-12 18-14 
530	5-3 8-5 20-16 29-22 
531	11-7 24-18 
532	8-8 13-14 20-21 
533	0-0 2-2 
534	3-1 23-18 
535	4-3 
536	3-1 7-5 10-8 
537	3-4 
538	1-3 
539	18-18 28-27 
540	1-2 6-5 
541	8-7 15-14 18-16 
542	8-9 
543	12-8 18-13 26-21 
544	4-2 5-3 6-4 7-5 14-10 20-22 
545	1-0 
546	2-2 9-10 12-14 13-15 17-16 
547	2-1 5-2 21-17 22-18 
548	2-0 3-1 
549	7-4 
550	0-0 2-1 4-3 9-7 14-13 17-16 18-17 20-17 21-19 
551	0-0 
552	31-30 
553	14-11 21-17 
554	0-0 1-1 5-4 17-14 
555	48-47 
556	18-16 20-18 22-20 
557	0-0 1-1 3-3 9-8 16-15 
558	20-13 21-12 
559	4-4 8-7 14-9 
560	6-3 12-8 15-10 
561	12-11 15-13 
562	10-9 16-13 18-15 19-16 
563	10-11 11-12 22-21 27-26 33-30 34-31 36-33 37-34 39-36 
564	9-6 
565	10-7 22-17 27-19 29-21 33-23 
566	1-1 6-6 
567	0-0 1-1 5-3 7-7 8-8 
568	1-1 2-2 6-6 
569	6-8 12-13 13-14 14-15 17-17 35-33 38-35 
570	11-10 20-17 
571	15-10 
572	2-2 
573	20-15 
574	8-6 
575	13-10 18-13 
576	1-0 2-1 
577	8-7 
578	7-8 8-13 12-10 18-16 23-20 24-21 25-22 30-26 35-30 40-34 42-36 45-38 
579	14-13 
580	1-1 
581	1-1 2-2 5-5 
582	14-15 
583	5-2 35-31 
584	4-6 5-7 6-8 
585	0-0 3-2 10-6 12-8 21-15 38-29 
586	1-1 4-4 16-13 17-14 19-15 22-17 
587	7-3 15-9 17-11 18-12 
588	2-2 4-4 14-12 15-13 
589	13-12 28-24 
590	2-2 3-3 4-4 7-6 8-7 
591	6-4 7-5 18-12 
592	0-0 3-3 
593	0-0 1-1 11-5 13-7 14-13 
594	18-17 
595	2-5 7-10 9-12 11-14 13-16 20-0 21-1 22-19 
596	5-8 21-16 
597	0-0 6-5 10-8 16-12 17-13 32-27 33-28 
598	12-6 17-9 
599	2-1 
600	8-4 14-10 
601	1-0 3-2 
602	23-13 
603	4-5 6-7 12-11 26-19 27-20 28-21 
604	0-0 6-6 13-10 
605	1-1 7-6 
606	5-5 7-7 
607	4-6 6-7 12-12 15-14 17-16 
608	6-6 32-11 
609	16-14 24-22 25-23 27-25 28-26 
610	11-6 13-10 15-12 34-28 36-29 37-30 
611	23-22 
612	0-0 1-1 14-11 19-15 20-16 
613	13-11 
614	15-10 17-12 18-13 
615	0-0 1-1 4-4 7-5 10-8 11-9 13-11 15-13 
616	8-6 
617	8-8 13-12 18-14 23-18 25-20 27-22 
618	16-15 18-18 
619	6-7 10-10 
620	0-0 1-1 13-11 14-12 17-14 
621	0-0 1-1 3-3 4-4 6-6 
622	39-28 61-49 
623	1-1 
624	51-53 52-54 
625	15-13 31-26 40-33 44-36 46-38 48-41 51-43 53-45 
626	2-1 20-15 
627	5-3 6-4 7-5 9-7 
628	4-4 
629	7-5 
630	24-20 25-21 
631	32-24 
632	3-2 5-4 18-16 25-21 28-23 
633	5-4 15-12 17-14 
634	3-0 11-4 30-21 
635	5-4 
636	3-3 4-4 5-5 9-8 10-9 37-33 
637	7-10 
638	0-0 1-1 3-3 6-5 9-7 11-9 
639	5-2 6-3 10-7 11-8 
640	2-2 
641	15-12 
642	3-3 10-8 12-9 
643	7-3 8-4 12-7 13-8 23-16 26-18 29-19 34-24 
644	15-12 
645	3-1 4-2 19-14 
646	2-2 3-3 
647	5-4 16-15 18-11 19-16 
648	10-3 14-5 21-12 23-14 26-17 31-23 34-26 39-31 43-34 
649	3-2 15-11 
650	4-3 6-5 13-11 
651	15-2 
652	5-4 9-6 10-7 11-8 12-9 17-14 19-16 22-20 26-23 
653	10-6 35-24 
654	3-1 
655	11-8 13-10 20-15 
656	13-11 16-14 18-16 
657	0-0 1-1 10-11 20-21 21-22 
658	13-7 
659	15-11 22-19 32-28 
660	0-0 2-2 
661	11-13 13-15 
662	17-15 
663	3-7 5-8 6-9 7-10 9-12 12-17 13-18 14-19 16-20 24-26 27-29 
664	0-0 
665	1-0 8-9 10-11 
666	3-7 14-19 17-22 19-23 20-24 21-25 22-26 
667	0-0 1-1 2-2 3-3 
668	1-0 13-15 
669	24-25 30-32 32-30 34-33 
670	25-30 
671	1-1 2-2 3-3 5-5 
672	1-0 8-8 9-9 12-12 
673	2-3 
674	0-0 1-1 2-2 3-3 
675	1-0 11-11 
676	7-3 
677	7-7 11-11 12-12 16-16 20-20 22-22 
678	9-11 
679	25-30 
680	1-0 12-16 
681	2-2 
682	14-11 
683	11-10 
684	12-13 20-19 23-22 
685	0-0 1-1 3-3 
686	0-0 8-7 
687	16-18 
688	0-0 3-3 5-4 14-15 
689	0-0 5-7 12-16 26-33 
690	6-10 7-11 10-16 
691	2-3 
692	13-11 
693	16-16 
694	37-26 46-34 47-35 50-38 55-42 56-43 
695	16-19 
696	8-10 
697	2-3 12-17 
698	19-18 
699	0-0 1-1 29-23 
700	29-26 
701	21-18 22-19 
702	17-15 29-28 
703	21-16 
704	1-1 28-30 
705	14-18 23-25 
706	0-0 5-5 9-9 10-10 11-11 12-12 13-13 14-14 15-15 
707	17-17 19-19 25-25 26-26 
708	4-6 
709	0-0 1-1 5-4 9-7 10-8 11-9 12-10 21-19 
710	2-1 10-9 
711	12-14 
712	19-19 33-33 
713	0-0 1-1 3-3 5-5 11-9 14-12 22-18 
714	2-1 6-4 
715	2-1 9-10 
716	2-1 12-11 19-17 
717	12-9 
718	5-6 
719	7-4 21-18 23-20 24-21 28-27 
720	6-4 10-8 11-9 
721	1-0 7-5 8-6 9-7 10-8 12-10 16-14 
722	6-5 
723	0-1 9-8 19-16 23-19 
724	3-3 
725	10-18 
726	10-6 
727	1-0 10-9 12-11 14-13 15-14 
728	8-6 13-9 36-29 
729	7-3 13-9 
730	14-13 37-33 
731	18-16 
732	0-0 
733	0-0 
734	4-3 5-4 7-5 
735	0-0 1-1 2-2 3-3 4-4 12-11 14-13 19-18 22-20 
736	8-6 24-20 
737	5-5 12-11 
738	24-21 
739	10-8 
740	0-0 
741	30-24 42-36 
742	4-4 6-6 
743	22-17 37-29 39-31 
744	43-42 
745	4-4 23-19 25-20 26-21 
746	5-6 8-9 
747	7-2 11-9 
748	11-10 16-14 18-15 20-17 
749	7-4 13-9 
750	14-11 
751	33-25 
752	8-7 
753	4-4 5-5 
754	21-21 23-23 26-25 
755	1-0 15-13 29-24 
756	1-0 9-6 10-8 
757	11-10 13-12 16-14 
758	10-8 
759	0-0 2-2 4-4 
760	5-3 7-5 28-22 29-23 39-32 47-38 54-45 55-46 
761	0-0 1-1 2-2 13-12 15-14 
762	13-14 
763	23-21 34-32 
764	9-8 
765	28-31 
766	3-5 10-11 
767	15-13 21-19 22-20 
768	4-4 
769	7-6 15-15 32-31 33-32 37-35 
770	3-1 4-2 7-5 8-6 9-7 17-15 24-20 26-22 
771	2-3 10-8 12-9 20-18 27-25 
772	1-0 5-2 6-3 13-8 14-9 16-11 22-16 23-17 30-22 31-23 
773	2-1 18-15 22-23 36-34 
774	23-23 31-30 35-33 
775	5-3 7-5 
776	1-1 4-3 5-4 15-14 
777	0-0 1-1 6-5 
778	2-1 29-21 
779	8-6 11-9 13-11 16-14 
780	8-6 31-40 32-41 38-52 
781	6-7 25-26 26-27 
782	11-11 27-29 30-32 32-34 33-35 36-37 46-47 47-48 53-53 54-54 55-55 
783	19-14 20-15 
784	17-14 18-15 28-23 29-24 
785	0-0 6-6 8-4 9-5 10-7 
786	4-4 
787	5-6 21-21 
788	24-21 26-23 32-28 35-31 36-32 43-38 48-41 51-47 
789	3-3 4-4 22-16 
790	3-3 4-4 18-13 26-22 28-24 30-26 32-28 33-29 
791	12-10 
792	0-0 6-6 
793	16-16 20-20 
794	16-13 
795	4-4 35-34 
796	4-4 
797	18-9 43-39 
798	8-6 
799	1-2 10-12 
800	0-0 1-1 8-11 14-16 19-22 
801	18-20 
802	4-7 6-4 11-10 15-14 17-17 
803	24-22 
804	10-8 20-16 
805	7-10 
806	2-3 
807	0-0 3-4 7-7 
808	1-0 3-2 
809	1-0 12-10 20-16 24-18 25-19 27-20 29-22 31-24 34-26 35-27 
810	7-3 12-10 37-35 
811	10-8 24-18 26-19 33-25 
812	8-7 11-8 20-19 22-23 26-27 
813	16-17 17-19 
814	6-4 7-6 
815	11-7 13-9 14-10 
816	4-5 6-10 9-12 15-17 
817	4-2 6-4 10-9 11-10 16-15 28-26 
818	11-10 
819	0-0 1-1 2-2 3-3 
820	19-21 
821	13-12 32-29 
822	20-19 
823	3-2 4-3 
824	2-3 6-6 17-14 
825	9-3 12-14 20-23 
826	3-6 
827	7-6 20-21 
828	0-0 1-1 30-32 
829	10-5 27-20 
830	8-5 13-9 16-12 
831	18-19 
832	9-8 13-10 14-11 15-12 
833	2-1 9-6 
834	22-21 
835	11-16 
836	4-4 5-5 16-12 
837	8-8 
838	3-1 
839	14-10 17-13 36-28 
840	2-1 
841	1-0 4-2 6-4 15-16 
842	11-8 12-9 18-13 21-15 
843	8-12 
844	7-8 
845	26-21 
846	3-3 11-10 14-13 
847	7-5 9-9 22-21 32-30 
848	14-13 
849	15-12 
850	3-1 9-5 
851	6-5 
852	14-11 18-14 
853	10-5 16-8 17-9 20-11 
854	28-28 
855	13-10 
856	10-11 14-18 18-20 23-24 
857	8-6 
858	2-1 18-11 21-16 
859	29-29 30-30 
860	4-3 22-18 
861	10-9 19-19 
862	6-8 
863	0-0 2-2 5-4 10-8 13-12 15-14 19-17 
864	8-6 
865	3-2 19-13 27-20 31-24 32-25 36-29 
866	1-0 
867	3-3 
868	10-9 
869	6-4 30-26 
870	2-2 5-4 17-13 
871	1-0 10-11 
872	0-0 2-2 24-21 29-25 
873	12-12 23-23 26-26 
874	15-14 16-15 
875	25-21 
876	24-24 29-28 
877	41-39 
878	1-1 5-4 22-19 
879	8-9 16-17 
880	0-0 3-3 
881	9-9 
882	5-5 6-6 7-7 8-8 10-10 12-11 
883	13-8 14-9 17-11 
884	0-0 
885	7-3 15-9 
886	20-19 
887	26-22 
888	19-15 
889	8-8 
890	10-7 
891	9-9 
892	39-36 
893	13-11 
894	9-8 10-9 11-10 12-11 27-22 
895	18-17 
896	4-3 
897	5-5 30-30 31-31 32-32 35-37 
898	17-19 
899	10-11 
900	7-7 
901	17-14 18-15 
902	13-10 17-15 
903	1-1 
904	0-0 1-1 6-5 8-7 18-18 20-19 24-23 30-28 
905	0-0 1-1 6-3 16-12 
906	0-0 4-2 6-4 7-5 10-8 27-25 32-30 33-31 
907	13-10 17-14 26-22 
908	14-9 
909	1-1 64-65 
910	2-1 5-6 7-8 46-46 47-47 49-49 54-54 
911	11-12 19-5 22-17 
912	28-27 
913	21-20 
914	5-9 6-10 10-11 13-14 
915	7-4 
916	6-7 
917	0-0 5-4 7-6 25-22 
918	9-6 10-7 14-11 
919	10-10 17-17 23-22 
920	33-28 34-29 
921	27-27 34-32 
922	11-8 
923	32-31 42-40 
924	9-6 21-15 
925	16-16 18-17 
926	5-6 
927	15-16 
928	0-0 2-2 
929	0-0 1-1 5-4 6-5 
930	3-2 18-14 23-18 27-20 29-22 
931	1-1 6-6 
932	0-0 1-1 2-2 5-4 31-28 
933	6-6 19-21 20-22 
934	26-23 27-24 34-29 
935	12-11 25-23 
936	11-11 
937	4-2 5-3 12-12 
938	16-17 18-18 19-19 
939	6-5 
940	3-5 13-16 16-18 22-25 37-41 
941	31-18 
942	5-6 7-8 20-20 25-22 35-31 37-33 
943	4-3 5-4 24-27 
944	4-7 14-15 
945	26-24 
946	8-5 
947	13-17 14-18 20-27 
948	46-41 
949	12-10 15-12 
950	5-5 
951	18-17 19-18 
952	6-5 
953	6-9 10-12 
954	25-27 
955	2-1 
956	8-9 
957	3-4 5-6 
958	0-0 10-12 11-13 
959	4-4 5-5 
960	7-5 
961	9-8 17-17 18-18 
962	15-13 
963	0-0 
964	14-9 19-14 24-17 27-21 29-23 30-24 
965	10-17 
966	13-10 
967	22-21 
968	33-32 42-40 
969	2-1 8-8 13-11 19-16 21-18 31-24 35-27 
970	10-8 17-14 19-16 
971	1-1 2-2 7-3 11-13 14-15 
972	1-0 9-9 
973	0-0 1-1 2-2 3-3 4-4 9-8 10-9 11-10 16-15 
974	0-0 1-1 
975	0-0 1-1 
976	11-10 
977	7-6 
978	9-6 11-8 
979	5-3 
980	10-8 
981	0-0 
982	17-16 
983	4-1 7-3 
984	3-1 10-5 11-6 
985	25-19 
986	12-6 
987	20-20 
988	9-7 
989	4-2 8-5 
990	2-2 8-6 10-8 
991	22-22 
992	1-1 
993	10-10 
994	6-5 
995	2-2 4-3 6-5 
996	15-13 
997	4-3 7-5 8-6 9-7 13-10 
998	10-8 12-9 
999	4-2 8-6 
1000	4-4 11-9 
1001	5-5 26-22 31-24 
1002	29-23 42-31 
1003	0-0 1-1 4-3 7-5 8-6 10-8 
1004	6-6 8-8 11-11 12-12 
1005	1-0 4-1 
1006	0-0 1-1 
1007	5-3 11-8 15-11 
1008	8-9 
1009	10-7 13-8 16-12 
1010	4-2 11-7 19-12 
1011	5-3 
1012	2-1 5-5 8-7 18-16 
1013	14-11 
